Life cycle cost of bld types [USD/m2(FA)],LF,RC,MT (Low-end),MT (High-end),CSA (Low-end),CSA (High-end),AAC (Low-end),AAC (High-end)
,1932.018,3628,3537,4092,3785.943198,3825.163643,3804.585775,3895.169736
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
